0.99348,1
0.87742,0
0.91694,0
0.99419,1
0.99394,1
0.62525,1
0.99219,1
0.99242,1
0.99596,1
0.69179,1
0.99504,1
0.99546,1
0.99539,1
0.9328,0
0.99438,1
0.044074,0
0.9907,0
0.98968,0
0.99502,1
0.9918,1
0.67141,1
0.99545,1
0.99379,1
0.96695,0
0.060525,1
0.50497,1
0.99195,1
0.9866,0
0.99285,1
0.99555,1
0.99181,1
0.88458,0
0.97929,1
0.73063,0
0.99449,1
0.93667,0
0.99462,1
0.17602,0
0.99474,1
0.99521,1
0.97805,0
0.53476,0
0.99542,1
0.98382,1
0.99528,1
0.99458,1
0.048017,0
0.99564,1
0.98629,0
0.99501,1
0.99033,1
0.9953,1
0.99403,1
0.99472,1
0.9927,1
0.99066,1
0.99507,1
0.95404,1
0.89745,0
0.99337,1
0.96702,0
0.99344,1
0.25188,0
0.99217,1
0.070543,0
0.99247,1
0.99436,1
0.99003,1
0.99411,1
0.96564,1
0.99194,1
0.99432,1
0.25439,0
0.98088,1
0.99072,1
0.98878,1
0.99374,1
0.01902,0
0.10952,1
0.28851,0
0.99374,1
0.99542,1
0.99356,1
0.9928,1
0.99091,0
0.19511,0
0.99243,1
0.97274,1
0.52563,1
0.66745,0
0.97848,0
0.90424,0
0.99062,1
0.37055,0
0.99318,1
0.99352,1
0.99311,1
0.99213,1
0.99262,1
0.37311,0
0.99159,0
0.030156,0
0.99465,1
0.25489,0
0.99498,1
0.99461,1
0.97577,0
0.98284,0
0.9949,1
0.99461,0
0.99377,0
0.99504,1
0.99363,1
0.99394,1
0.99178,1
0.99305,1
0.99484,1
0.99395,1
0.9928,1
0.86163,1
0.74645,1
0.98228,1
0.99336,1
0.36673,0
0.012469,1
0.99469,1
0.18177,0
0.99329,1
0.05236,0
0.9935,1
0.99329,1
0.9948,1
0.95352,0
0.99426,1
0.13812,0
0.9948,1
0.99438,1
0.99443,1
0.9943,0
0.37171,0
0.99459,1
0.98964,0
0.99427,1
0.99456,1
0.58433,0
0.98098,1
0.99242,1
0.92735,1
0.99455,1
0.020992,0
0.99451,1
0.99557,1
0.9955,1
0.99408,1
0.0044701,0
0.99242,0
0.95805,1
0.99319,1
0.99575,1
0.046407,0
0.014673,0
0.98597,1
0.98142,1
0.98443,1
0.99351,1
0.90229,0
0.97327,1
0.99289,1
0.18013,0
0.99001,1
0.99431,1
0.99483,1
0.047229,1
0.99525,1
0.9956,1
0.46787,1
0.99412,1
0.97154,1
0.92534,0
0.99444,1
0.73464,0
0.99389,1
0.85914,0
0.9334,0
0.99326,1
0.99573,1
0.99464,1
0.98699,0
0.83525,0
0.99242,1
0.99268,1
0.22112,0
0.040984,0
0.99466,1
0.97129,1
0.078758,0
0.99374,1
0.070668,0
0.9939,1
0.14016,0
0.95135,0
0.99323,1
0.99497,1
0.042587,0
0.012896,0
0.99334,1
0.99107,1
0.99555,1
0.90018,1
0.99548,0
0.66935,1
0.99589,1
0.99407,1
0.017381,1
0.99376,1
0.060302,0
0.26956,0
0.045786,0
0.99451,1
0.9956,1
0.99004,1
0.98199,1
0.78454,0
0.030035,0
0.99576,1
0.017539,0
0.97614,0
0.99202,1
0.99312,1
0.98455,1
0.98013,1
0.73429,0
0.025052,1
0.98959,1
0.98751,1
0.99345,1
0.91505,1
0.08821,1
0.60208,0
0.99342,1
0.96439,0
0.83263,0
0.5576,0
0.99364,1
0.99436,1
0.99489,1
0.9962,1
0.086375,0
0.99562,1
0.99578,0
0.055661,0
0.99508,1
0.0187,1
0.98779,1
0.30306,0
0.99308,1
0.9957,1
0.28618,1
0.59081,0
0.99421,1
0.16124,1
0.99523,1
0.035291,1
0.83741,0
0.94283,0
0.98089,1
0.12344,1
0.99481,1
0.99465,1
0.99441,1
0.99458,1
0.027701,0
0.99535,1
0.52371,0
0.99427,1
0.31009,0
0.9941,1
0.99423,1
0.91369,1
0.99202,1
0.99535,1
0.99025,1
0.99562,1
0.044503,0
0.457,1
0.99283,1
0.99419,1
0.5306,0
0.84681,0
0.0069238,0
0.98394,1
0.99291,1
0.71645,1
0.38737,1
0.995,1
0.48672,0
0.99277,1
0.99431,1
0.99547,1
0.96874,0
0.99385,1
0.92104,0
0.062118,0
0.5277,0
0.99238,1
0.9801,0
0.87255,1
0.99566,1
0.76916,0
0.99378,1
0.97266,1
0.99613,1
0.065999,1
0.14814,0
0.97937,0
0.039002,0
0.98946,1
0.01525,0
0.41581,1
0.99557,1
0.99373,1
0.99536,1
0.061094,0
0.85934,1
0.99486,1
0.066969,0
0.99478,1
0.49304,0
0.82162,0
0.030045,0
0.99377,1
0.99481,1
0.99194,1
0.17826,0
0.98401,1
0.99371,1
0.088874,0
0.99539,1
0.46836,0
0.77194,0
0.99509,1
0.9944,1
0.99506,1
0.58287,0
0.99519,1
0.99296,1
0.94473,1
0.91461,0
0.99505,1
0.9594,1
0.99616,1
0.99289,1
0.30056,1
0.46002,0
0.9946,1
0.9899,1
0.99169,1
0.72018,0
0.99382,1
0.99459,1
0.99266,1
0.12863,0
0.99081,1
0.99394,1
0.50444,0
0.99361,1
0.94421,0
0.23484,0
0.037172,0
0.9938,1
0.99296,1
0.99308,1
0.36891,0
0.9959,1
0.99468,1
0.96751,1
0.99024,1
0.6179,0
0.99532,1
0.98907,1
0.01429,0
0.19603,0
0.79172,0
0.005341,1
0.99509,1
0.99205,1
0.15531,0
0.99553,1
0.99509,1
0.99548,1
0.99298,1
0.13634,0
0.99549,1
0.99475,1
0.32704,0
0.99498,1
0.97278,1
0.99364,1
0.92482,0
0.99543,1
0.1179,0
0.97655,1
0.99057,1
0.99386,1
0.9897,1
0.99489,1
0.9822,1
0.99593,1
0.99447,1
0.98967,1
0.50843,0
0.038127,0
0.53012,0
0.99592,1
0.99341,1
0.99324,1
0.99123,1
0.99285,1
0.47613,0
0.9961,1
0.99072,1
0.99408,1
0.99452,1
0.9906,1
0.9949,1
0.98007,1
0.99447,0
0.018592,0
0.99386,1
0.53929,0
0.99533,1
0.99375,1
0.068758,0
0.98884,1
0.91505,1
0.0068679,0
0.99421,1
0.99454,1
0.21092,0
0.86504,0
0.99121,1
0.9936,1
0.99308,1
0.98952,1
0.73942,0
0.98946,1
0.046809,0
0.99597,1
0.9937,1
0.96007,0
0.99552,1
0.99466,1
0.9934,1
0.97815,1
0.42285,0
0.99437,1
0.021355,0
0.98444,1
0.99586,1
0.99455,1
0.99109,1
0.99409,1
0.26402,0
0.99359,1
0.99042,0
0.99491,1
0.13839,0
0.88401,0
0.99516,1
0.67778,1
0.99456,1
0.97466,0
0.34699,0
0.99333,1
0.99078,0
0.95168,0
0.99362,1
0.98866,1
0.99244,1
0.013999,0
0.99288,0
0.99484,1
0.99125,1
0.9917,1
0.99168,1
0.99154,1
0.46325,0
0.995,1
0.99503,1
0.99465,1
0.0059829,0
0.98342,1
0.99484,1
0.99489,1
0.99418,1
0.7412,0
0.95589,0
0.58037,0
0.95421,0
0.98107,0
0.88139,1
0.99348,1
0.99408,1
0.86663,1
0.97236,1
0.99468,1
0.98915,1
0.87817,0
0.9929,1
0.99146,1
0.97753,1
0.98944,1
0.99397,1
0.99118,1
0.993,1
0.01984,0
0.072698,0
0.99494,1
0.54396,1
0.99384,1
0.9868,1
0.95364,0
0.99412,1
0.99448,1
0.47442,0
0.10737,0
0.96347,0
0.99229,1
0.99199,1
0.99256,1
0.4454,0
0.99134,1
0.99329,1
0.99554,1
0.99528,1
0.011525,0
0.089107,1
0.99499,1
0.93781,0
0.03564,0
0.015671,0
0.99,1
0.031229,0
0.95001,0
0.99258,1
0.024606,0
0.020683,0
0.99289,1
0.87875,0
0.98973,1
0.99277,1
0.23068,0
0.9931,1
0.99585,1
0.12448,0
0.99474,1
0.035755,0
0.98755,1
0.030139,0
0.97712,1
0.99375,1
0.99495,1
0.99203,1
0.9527,1
0.95281,0
0.87501,0
0.97996,0
0.98146,1
0.9888,0
0.98932,1
0.99585,1
0.97866,0
0.94573,1
0.96393,1
0.0043427,1
0.99529,1
0.98256,0
0.56453,0
0.9864,1
0.95974,1
0.016911,0
0.54236,0
0.90637,0
0.99405,1
0.95346,1
0.99396,1
0.99169,1
0.99443,1
0.88692,1
0.23492,0
0.99266,1
0.99329,1
0.99135,1
0.9953,1
0.95549,0
0.072253,0
0.99017,1
0.96865,0
0.99598,1
0.98844,1
0.20468,0
0.038609,0
0.24633,0
0.13237,0
0.99022,0
0.99238,1
0.99468,1
0.36698,0
0.99521,1
0.99514,1
0.98721,1
0.9877,1
0.99632,1
0.035822,0
0.89428,0
0.99288,1
0.9959,1
0.99432,1
0.9771,0
0.99509,1
0.47149,0
0.99209,0
0.99352,1
0.99201,1
0.98748,1
0.12999,1
0.99385,0
0.99563,1
0.99482,1
0.21949,0
0.79593,1
0.98567,1
0.89671,0
0.029262,0
0.99375,1
0.99518,1
0.01583,0
0.39917,1
0.2406,0
0.99313,1
0.99614,1
0.025483,0
0.99291,1
0.9952,1
0.96607,0
0.99458,1
0.98529,0
0.98795,1
0.99499,1
0.99575,1
0.99505,1
0.99085,1
0.99465,1
0.99058,1
0.76318,1
0.233,0
0.32726,1
0.9937,1
0.16642,0
0.99177,1
0.99523,1
0.9891,1
0.033581,0
0.99105,1
0.99361,1
0.99117,1
0.99468,1
0.99414,1
0.99645,1
0.7752,1
0.025318,0
0.87045,0
0.99368,1
0.56101,0
0.82987,0
0.84718,1
0.98857,1
0.99441,1
0.99422,1
0.99361,1
0.9916,1
0.96714,1
0.97618,0
0.99262,1
0.99247,1
0.9937,1
0.60473,0
0.83014,1
0.033797,0
0.026258,1
0.080703,0
0.99426,1
0.99396,1
0.99427,1
0.97129,1
0.9452,0
0.020975,0
0.99428,1
0.99533,1
0.012709,0
0.98342,0
0.99473,1
0.072084,0
0.99305,1
0.99303,1
0.99593,1
0.99526,1
0.99501,1
0.67625,0
0.99005,1
0.99104,1
0.9937,1
0.99263,1
0.99239,1
0.011951,0
0.1383,1
0.99369,1
0.99249,1
0.99419,1
0.99458,1
0.017796,0
0.95992,0
0.44481,0
0.99506,1
0.9952,1
0.99372,1
0.039563,0
0.98677,1
0.36923,0
0.45417,0
0.97663,0
0.98243,1
0.77934,0
0.98326,0
0.99237,1
0.98978,0
0.99257,1
0.10491,1
0.99286,1
0.99521,1
0.9642,0
0.99304,1
0.99576,1
0.42519,1
0.042287,0
0.99157,1
0.99131,1
0.99141,1
0.04416,0
0.075751,0
0.52045,0
0.10004,0
0.034673,0
0.76377,0
0.0042001,0
0.99098,1
0.99571,1
0.99413,1
0.23368,1
0.99154,1
0.80768,1
0.99344,1
0.99274,1
0.17301,0
0.99498,1
0.99259,1
0.8858,0
0.1392,0
0.98904,1
0.93877,1
0.99315,1
0.92035,0
0.96779,1
0.99383,1
0.99549,1
0.99168,0
0.99553,1
0.99423,1
0.99513,1
0.99387,1
0.084735,0
0.99442,1
0.99546,1
0.99525,1
0.99396,1
0.99441,1
0.99458,1
0.99278,1
0.99166,1
0.99547,0
0.52373,0
0.99551,1
0.8924,1
0.065155,0
0.99248,1
0.99459,1
0.99114,1
0.99299,1
0.99588,1
0.9953,1
0.99327,1
0.687,0
0.99486,1
0.18214,0
0.99568,1
0.99202,1
0.43875,0
0.99536,1
0.99169,1
0.9476,0
0.99307,1
0.97797,1
0.99548,1
0.97391,0
0.85784,1
0.47974,0
0.99515,1
0.9878,1
0.99235,1
0.99481,1
0.98857,1
0.9922,1
0.99487,1
0.99266,1
0.49104,0
0.99547,1
0.99455,1
0.98906,1
0.99323,1
0.99528,1
0.99526,0
0.99381,1
0.99211,1
0.99214,1
0.99517,1
0.97216,1
0.99417,1
0.99361,1
0.99467,1
0.99484,1
0.94026,0
0.99364,1
0.99535,1
0.9943,1
0.99462,1
0.99556,1
0.98725,1
0.99404,1
0.97398,0
0.99326,1
0.99405,1
0.99291,1
0.9824,1
0.41081,0
0.9958,1
0.57456,0
0.96998,0
0.0099039,1
0.9912,1
0.11043,1
0.9858,0
0.89835,0
0.98949,0
0.99562,1
0.96074,0
0.018167,0
0.9951,1
0.99231,1
0.99437,1
0.99326,1
0.87676,0
0.9956,1
0.022669,0
0.9936,1
0.99331,1
0.11193,0
0.99401,1
0.98125,0
0.9954,1
0.99293,1
0.99603,1
0.99403,1
0.98998,0
0.99048,0
0.99095,1
0.99249,1
0.99195,1
0.98987,0
0.35659,0
0.87659,0
0.24562,0
0.73038,0
0.99192,1
0.99244,1
0.99412,1
0.47656,1
0.99429,1
0.9932,1
0.94677,1
0.99179,1
0.011069,1
0.9963,1
0.35129,0
0.99416,1
0.97487,0
0.12453,1
0.15081,0
0.49629,1
0.9941,1
0.15118,0
0.37411,0
0.99293,1
0.99479,1
0.35374,1
0.9941,1
0.57112,1
0.99084,1
0.74277,1
0.97775,0
0.98751,1
0.99402,1
0.72514,0
0.99462,1
0.48493,0
0.99513,1
0.99209,1
0.015806,0
0.99519,1
0.99106,1
0.96998,0
0.057095,0
0.98866,1
0.99357,1
0.99391,1
0.99094,0
0.99423,1
0.46505,1
0.99549,1
0.99183,1
0.99176,1
0.99534,1
0.99163,1
0.99535,1
0.99534,1
0.40451,0
0.99403,1
0.99576,1
0.19165,0
0.13146,0
0.99495,1
0.99307,1
0.95247,1
0.36712,0
0.99352,1
0.98075,1
0.995,1
0.9943,1
0.99167,1
0.99262,1
0.71687,1
0.99463,1
0.99285,1
0.52875,1
0.99504,1
0.91361,1
0.99489,1
0.07197,0
0.99378,1
0.56603,1
0.99521,1
0.99353,1
0.42709,0
0.017839,0
0.9952,1
0.99327,1
0.75246,0
0.99293,1
0.99398,1
0.027889,0
0.54089,0
0.011466,0
0.9928,0
0.058003,0
0.75171,0
0.027255,0
0.9943,0
0.99115,1
0.99467,1
0.017466,0
0.44268,0
0.9942,1
0.99432,1
0.041572,0
0.1576,0
0.99331,1
0.15047,1
0.011611,0
0.48794,0
0.90639,0
0.98638,1
0.015817,0
0.74762,1
0.99442,1
0.99486,1
0.70623,1
0.99288,1
0.9932,1
0.93891,0
0.15431,0
0.99077,0
0.99287,1
0.99549,1
0.99434,0
0.99081,1
0.97362,1
0.85988,0
0.29362,0
0.69423,1
0.99412,1
0.98308,1
0.99177,1
0.99365,1
0.31908,0
0.99243,1
0.99018,1
0.98825,1
0.031095,0
0.99258,0
0.99218,1
0.22147,0
0.99381,1
0.067709,0
0.97097,1
0.5498,0
0.9739,1
0.99518,1
0.99408,1
0.99373,1
0.083094,1
0.97216,1
0.99313,1
0.99348,1
0.99131,1
0.99491,1
0.99329,1
0.99001,1
0.64413,0
0.99502,1
0.99468,1
0.99403,1
0.13252,0
0.97452,1
0.083045,0
0.98702,1
0.94558,0
0.99433,1
0.99235,1
0.91963,0
0.94851,1
0.072378,1
0.48584,0
0.99413,1
0.99393,1
0.13611,0
0.99305,1
0.99514,1
0.98186,1
0.88364,0
0.78086,0
0.99498,1
0.99435,1
0.99433,1
0.99494,1
0.98977,1
0.99644,1
0.99136,1
0.99435,1
0.98037,1
0.68464,0
0.989,1
0.59932,0
0.99097,1
0.9951,1
0.99542,1
0.99301,1
0.99418,1
0.9957,1
0.83323,0
0.099876,1
0.99483,1
0.068727,0
0.99189,1
0.9793,0
0.99426,1
0.25607,0
0.99355,1
0.98969,1
0.83636,0
0.99548,1
0.99524,1
0.9942,1
0.99528,1
0.99344,1
0.99539,1
0.99413,1
0.98537,1
0.99414,1
0.47466,0
0.99573,1
0.22497,1
0.99261,1
0.9935,1
0.99459,1
0.025883,0
0.96613,0
0.99245,1
0.99288,1
0.99464,1
0.9084,0
0.22642,0
0.99408,1
0.16448,0
0.0095801,0
0.02574,0
0.016991,1
0.99503,1
0.99038,1
0.99369,1
0.96918,0
0.89255,1
0.99505,1
0.98974,0
0.99269,1
0.99528,1
0.99275,1
0.99423,1
0.99596,1
0.99539,1
0.98878,1
0.99371,1
0.0036796,0
0.92717,0
0.99169,1
0.95054,0
0.76505,0
0.011364,0
0.35243,0
0.77483,0
0.99474,1
0.056642,0
0.99467,1
0.088818,0
0.98539,1
0.9947,1
0.68008,0
0.99484,1
0.89411,0
0.97511,0
0.94395,0
0.024661,0
0.6327,0
0.56174,0
0.9055,1
0.97241,1
0.99448,1
0.98994,1
0.99289,1
0.99523,1
0.71338,1
0.99551,1
0.99478,1
0.9878,1
0.99321,1
0.99427,1
0.99487,1
0.058603,0
0.99423,1
0.56346,0
0.99489,1
0.9367,0
0.21745,0
0.99021,1
0.99325,1
0.99143,1
0.99485,1
0.0088239,0
0.99305,1
0.99476,1
0.9928,1
0.97929,1
0.96838,1
0.8297,0
0.99248,0
0.99387,1
0.99142,1
0.98925,1
0.99574,1
0.99337,1
0.9932,1
0.98434,0
0.99401,1
0.020602,1
0.20335,0
0.99145,1
0.98781,0
0.93983,1
0.99342,1
0.98292,1
0.96047,0
0.57947,1
0.99153,0
0.98944,1
0.2132,0
0.9943,1
0.12993,0
0.9916,1
0.054863,0
0.83308,1
0.99594,1
0.98518,1
0.99413,1
0.64465,0
0.99162,1
0.97626,0
0.99265,1
0.98824,1
0.97807,1
0.99454,1
0.99302,1
0.98867,1
0.96177,0
0.20471,0
0.21754,0
0.99311,1
0.54456,0
0.99463,0
0.98587,1
0.99472,1
0.99174,1
0.99154,0
0.98176,1
0.92174,0
0.99293,1
0.98857,1
0.23087,0
0.14626,0
0.9943,1
0.83581,0
0.98646,1
0.99393,1
0.77337,0
0.99326,1
0.12204,0
0.98503,0
0.71495,1
0.98907,0
0.022997,0
0.99452,1
0.019543,0
0.096066,0
0.99389,1
0.99229,1
0.92238,0
0.15274,0
0.99415,1
0.99411,1
