x1,x2,label
-0.356107192912168,-1.54903515310819,0
-0.803277166898252,-1.39710540806462,0
1.11936501710441,1.46434286072749,0
-0.617508129106168,-1.31965808557047,0
-1.40010856581129,-1.25880622238228,0
0.990066605000314,-1.11826981434322,0
1.32700196992558,-0.934189488159475,0
-1.31997854449145,-0.835473790787258,0
0.695963711353224,1.57472241600672,0
1.48011220637149,0.449182594188668,0
-1.77750139029383,0.157225838622693,0
-0.335438516684596,-1.40691751399388,0
-1.66954202358215,0.931676717037113,0
0.552167541554246,0.935832475136135,0
0.0818879027084329,1.9972593529496,0
1.24783115134904,-1.19476100162468,0
1.53886360540349,-0.246028784991878,0
-0.897427038362112,-0.707581591068567,0
-1.36910768736581,1.22574615244856,0
1.6236307692428,-0.583353684668414,0
0.696611490339098,1.23438147101574,0
0.173720535283543,1.261263164108,0
0.291978208203398,-1.28187547898117,0
1.31548133568785,0.878220483702743,0
1.16054174621148,-1.22762950717107,0
-0.527169079148913,1.78776265766453,0
-1.0838990595629,-0.539760765382718,0
-1.50518323423878,0.0687304371412056,0
-0.232025570752964,1.40603374540157,0
-1.23837098122191,-0.0573899305747846,0
-1.34676337165274,1.12921051879407,0
-1.17760475904394,1.35062774932358,0
0.448138289225629,1.31142485507824,0
-0.988643815013842,0.871694175550444,0
1.44655612839577,-0.317198155714902,0
0.884281506295761,-0.923376196038721,0
-1.00402091812722,-0.577052665559297,0
-1.3951949234765,0.0243853567655268,0
-0.878952972161461,0.93799729381661,0
-1.2430505215054,-0.000548757976339913,0
0.699568215259109,1.48609391857373,0
1.10117367403613,1.61770425223453,0
1.0088324204092,-0.624218819916513,0
1.88850611620799,-0.282488045411012,0
1.19780109774196,-1.01302473329698,0
1.13977356510563,-0.354115503899703,0
-1.68020567654753,-0.285197385209506,0
1.47291489486169,-0.747152203987964,0
-1.04826112250195,-0.821643502097346,0
-1.46608748768067,-0.407134741590889,0
2.83864655604157,1.0446432836429,1
2.31304646593069,1.94523768703953,1
0.26632004862534,3.78917679151542,1
0.135069860106293,-3.10487570894588,1
0.548219080635029,3.6478422736196,1
0.863886928199686,3.67484943027066,1
3.79043337157281,0.0896725569987403,1
-2.89890680711348,2.31441134524782,1
-0.724527035005041,3.8794615549062,1
3.29630014033101,-0.106489514033315,1
-0.288652786632433,3.98538152619207,1
1.76990693345489,3.08245434512851,1
-3.62156889728169,0.501220271922552,1
-2.92525187681168,-2.64739088812715,1
-2.19740088707991,2.36002428148704,1
3.6251027979348,1.64654670796812,1
-2.30921983130167,-2.17263549966723,1
-3.87277338530635,0.730466744382804,1
-2.11954494469325,3.3414161390906,1
-2.93472894014309,-1.21164539924851,1
0.535945513428298,-3.00692049203896,1
2.75536091462999,-1.75760424998229,1
2.47874997557519,2.53574119639479,1
-3.29791945105405,1.83732421026412,1
3.10365421043587,-1.83150554094467,1
0.79436858040816,3.21954539402864,1
-3.37602346699695,0.624800249129061,1
3.53123904301613,-1.51568529481526,1
2.39147017227474,2.72574924461308,1
-2.66621471154178,1.89759580806524,1
-2.43123816565219,2.53791906558087,1
-2.42707445422165,-3.03792167116552,1
-0.969569811947165,-3.02259641579503,1
2.76941509780337,2.63120923198773,1
-0.498224261474784,3.14193481100567,1
-0.0620556768503273,-3.09664194738221,1
2.06745989781987,-2.2168624280486,1
1.63041986584854,-2.53039320320435,1
3.81943248535078,-1.07357816473954,1
-1.85541780000672,-3.41676173166003,1
0.0841866673582917,3.04852315784603,1
-2.99642804511124,-2.1193956410657,1
-3.06832582801156,2.52960348276233,1
-2.80128396803851,-1.58837087262531,1
-0.606850940154465,3.02376410849133,1
-1.95164900298986,2.73368612533511,1
3.55677380309155,-1.13402679740061,1
2.8417342937646,2.213591922753,1
2.10627695698074,-2.7341466395271,1
-0.22348891880206,3.90641588541542,1
